,text,label,hashtag_cnt
313,"#costamesa evening bike ride with Lou & @user #goodtimes in @ Costa Mesa, California",11,2.0
314,Let go li Joe #evo #usa @ Mandalay Bay Events Center,11,2.0
315,"I love it when I see ""the shot"" at the spot #clarecassidyphotography #cassidycurrentsession…",1,2.0
316,The most beautiful one I swear ! #StreetArt #balmystreet #Mission #SanFrancisco #California…,1,5.0
317,regrann from dielon5best_ - Always nice to see my vape fam #Regrann Doc Pheelgood TVL @user,15,1.0
318,7:59 pm. #summer time. Long days and hot weather ️ ️ ️in #southerncalifornia @ Trader…,12,2.0
319,If you know how to win me over here's a hint #FriedChicken @ Tiffany's On Vine,16,1.0
320,"Palace of Fine Arts. #SanFrancisco @ San Francisco, California",1,1.0
321,#Tinkerbell disneyland @ Disneyland,7,1.0
322,Sunday evening shenanigans #justsaynotofairfood @ Orange County Fair In Costa Mesa,3,1.0
323,"Vote for my Bunghole and Cornholio #makeamericagreatagain #dumptrump2016 #trump2016 @ Ruston,…",11,3.0
324,#familylove ️ #WatsonMinniatureSchnauser #Wilcox morning #hike beautiful #daughters #weekend FUN…,0,6.0
325,Back at it again #summer16vibes @ Disneyland,7,1.0
326,This guy is insane! #Bakersfield #Adventures #Riverwalk @ Riverwalk Park,4,3.0
327,That is #one #big ass #wheel. Lol @ OC Fair,2,3.0
328,It was lit #ProjectZ #whatanight #squad @ The National Orange Show NOS Event Center,4,3.0
329,Into the blue #bigbear #bigbearlake #intotheblue #buns #bunsout #mermaid #lake #california…,8,8.0
330,Sky Above Me. Earth Below Me. Fire Within Me. #Sponsored by @user #AthletaBrandAmbassador…,4,2.0
331,I'll stop the world and melt with you... ️ #missyou #art #artsy #neonart #pink #neon #neonlights…,0,7.0
332,Beach day with my nearest and dearest! #lovingthisweather ️…,12,1.0
333,Thankful for #family ️ ... #daveandbuster #familyfirst @ Dave & Buster's,0,3.0
334,Happy Father's and Happy Birthday Emily!! #SAUSAGES #LifeOfPets #PokemonGo #cpk #blababooth @user,2,5.0
335,Best day ever! Love you yawwesome ... Needed you big time!!!! #yawwesome #mymagicalunicorn …,13,2.0
336,"Good night, California. #santamonica #datenight ️ #lovinglife #californiadreaming @ Fairmont…",0,4.0
337,️ #birthdaywithfriends #33 #theabbey #weho #hashtag #friends @ The Abbey Food & Bar | West…,0,6.0
338,Couch view lookin' like: #sundaze @ The Olivian Luxury Apartment Homes,1,1.0
339,#datenight w/ my boo thang aslane37 ️ @ Revel,0,1.0
340,Such an amazing show last night @user thank you for the laughs ️#comedy…,0,1.0
341,Rocky road ice cream sucks. #boutitboutit #yoyoma :ddwvision @ Waterfront Portland Oregon,18,2.0
342,Oh you know just balling babyburbs up #hardworkneverstops #tb @user,2,2.0
343,Palace of Fine Arts #supercold #mrmrscbyahe @ Palace of Fine Arts,1,2.0
344,"Smores! #summernights @ Shingle Springs, California",1,1.0
345,Pork Belly Goodness! #foodie #sandiegofood @ Toronado San Diego,1,2.0
346,#cousinlove ️ #allaboutfamily #lovemyfamily ️ @ I-5 South,0,3.0
347,"The most amazing crew, beautiful people loving their lives ️ #ourtribe #itsallforlove…",0,2.0
348,Dream big my loves #robesbyArika was one of my dreams! Thank you guys all for being a part of…,7,1.0
349,"I look like Pudgey McPudgerson, but damn is this picture badass!! #ILoveThisPreciousGem…",1,1.0
350,DAMN babe me and you clean up well #MyPersonalMechanic #weddingattire #BestDressedCouple #usie…,19,4.0
351,"My loves. ️#sundayfunday @ San Diego, California",0,1.0
352,Bring back the original. #worldofcolor # @ Mickey's Fun Wheel,4,2.0
353,Mr. & Mrs. Grant Harman ️#shestolehishartman #brideandgroom #beautifulwedding #foreverandever…,0,4.0
354,"#sanclementebeach with my long time friend Gloria! #roadtrip @ San Clemente Beach, CA",9,2.0
355,"#morevibes sound sound sound @ Oakland, California",3,1.0
356,️ #melanin #sundaze #ankhlife #highervibration #beardgang @ The Pier At Redondo Beach,12,5.0
357,Banak. LIT. Ocean. Fire. Friends. Perfect chill night. #lit @user @ Camp Qwanoes,4,1.0
358,I wish I could turn this couch 2 a shirt. #Repost neontalk. ・・・Rad Sofa! IKEA Catalogue…,1,1.0
359,Life is good. #lit #lit2016 #jgs @user @ Camp Qwanoes,4,3.0
360,"the last thing #lickitung expected, was Irish spring soap #pokemongo #teaminstinct…",19,3.0
361,Desperately trying to join a skate crew #LAsummer @ Playa Del Rey Beach,2,1.0
362,Sunday Squad Goals!! #saulsisters @ Manhattan Beach Strand,3,1.0
363,I can't get over how stunning @user is!! Such a flawless bride! ️ #meettheomalleys…,0,1.0
364,Come get you #pokemon #photography #Pikachu #pikachuphotography #photographylovers #selling…,3,6.0
365,"""mothafuckin starboy"" jeremiahlazo #studio54 cc: @user @ Admirals Club - Los Angeles",18,1.0
366,"@user knows the way to a #buzzingbees ️ @user #pillows & some swanky #scotch scotch,…",0,3.0
367,#wings @ Mt. Hood Brewing Co.,5,1.0
368,#RaiderNation Take Over? It's like 12 Charger fans here! #Raiders @ Qualcomm Stadium,2,2.0
369,"Have mercy! #FullHouseHouse ️ @ San Francisco, California",0,1.0
370,"100% yucateco! Dam I love my yucatecan roots, the food is straight #comidayucateca…",4,1.0
371,"Last nights event was lit #GlowdUpLa #FreshEmpire #KeepitFresh #FreshLA @ Los Angeles, California",4,4.0
372,This sunset is everything. #sunset #beautifulsunset #seascapebeach #seascapebeachresort…,0,4.0
373,"After watching a bit too much of #blackmirror lately, it's nice to look at a lovely one. my…",13,1.0
374,"My family... #tessa #millie #stevie ️ @ Highland Park, Los Angeles",0,3.0
375,"Fueling my Stevie obsession! #StevieNicks #Favorite #LosAngeles @ Los Angeles, California",1,3.0
376,Fire!!! Fresh #jambalaya. 1 of our many dishes coming out the…,4,1.0
377,"#Church this is my second week at church, doing good so proud of the things I can accomplish…",5,1.0
378,"#IloveyouMom "" Great time at Church "" Love ️ the support "" @ Rhodes Ranch Community",0,1.0
379,Mom still sends us stocking stuffers. ️ ️ #thanksmom #mamaknowsbest…,0,2.0
380,Thank you magnahoward so much ️ and RESPECT for you #ARTSHollywood @ Los Angeles Marriott…,0,1.0
381,Don't mind me while I obsess over some pine tree silhouettes .#bessieyoungphotography…,1,1.0
382,One more pic from our shoot yesterday : Tommy Perez with Imperfection Studios #setlife…,18,1.0
383,"One year of #HeyGurlHayes captured in a picture. Happy first birthday, Fiona ️ @ Madison on Park",0,1.0
384,Frosty the Sandman #CaliChristmas #WinterAtTheBeach #IgbodoLife #WeFoundFrosty @ Balboa Island,2,4.0
385,Look! It's 2 wild #dorks in their natural habitat! #friends #snäpchat #runyoncanyon #runyon…,2,5.0
386,imy so hard rn | FL can give you back now #qbaby&babybeuhls #cuddles #gottagetouttahere…,3,3.0
387,My main squeeze #zoltar keeping it real in Santa Monica! : @user @ Santa Monica Pier,18,1.0
388,We here fam #RogueOne #StarWars #amc #RayBans @ AMC Theatres Rolling Hills 20,6,4.0
389,It's beginning smell a lot like Christmas #wintersolstice #christmas #sweettreats @ Los…,17,3.0
390,"#gibbsandgibbs @ Long Beach, California",7,1.0
391,The last great pecan tree of South oroville. #hometown #smalltownusa #fall #sunset #twilight…,11,5.0
392,Playing tourist ️ #goldengatebridge #sanfrancisco #marincounty #igerssf #marinheadlands #norcal…,0,6.0
393,The perfect black in white picture of Los Angeles... #beautiful #likeit #adventure #like4like…,5,4.0
394,"#SuperJackHerrer #HappySunday @ Anaheim, California",6,2.0
395,#starwars #rogueone is #EVERYTHING!! #YAS !! Kinda #trippy because it relates to the #current…,4,6.0
396,So proud of this dude right here! One of dem Green kids #GoHuskies…,14,1.0
397,Had a great time last night at the @user #holidayparty with audiokitton @ CTS Fitness &…,1,1.0
398,It's Sunday and the livin' is easy #mypeople !!!! @ Claremont Village,0,1.0
399,Happy Sunday #selfie @ The Reef Restaurant,7,1.0
400,"Love ️ This Pic, #NoFilterQuality time with my #BeautifulWife…",0,2.0
401,FUCK #Ferrari #LaFerrari #Hypercar #RodeoDrive #BeverlyHills #90210 #CarsWithoutLimits…,1,7.0
402,Family is forever #celebratinglove #vicandbelle2016 @ The Mission…,13,2.0
403,Found my happy place today! #booksonbooks #bookstore #blackowned #seattle #gonesingin…,1,5.0
404,Reunited #theymissedme @ Old Town Sacramento,3,1.0
405,This cost me $5 #Vegas #WhatHappebsInVegas @ Paris Las Vegas Hotel & Casino,2,2.0
406,Familia Mares ️ #2016 @ Olive Garden,0,1.0
407,"Last Nutcracker!! What a joy, what amazing fun. #love #holidays #christmas #sugarplum…",7,4.0
408,Cowboys Nation #Zeke for the TD off the turnover @ San Fernando…,2,1.0
409,"pastel_skies_collide playing with my makeup. #futureyouniquepresenter @ La Quinta Cove, La Quinta",13,1.0
410,Paint correction #tesla #models #electric #ferrari #laferrari #enzo #25 #gemballa #miragegt…,6,9.0
411,Cutest Mutant Puppies ️ ️ ️ Kovu and Howl ️ ️ ️ #belgianmalinois #dachshund #halfbreed…,0,3.0
412,Flowers and sweets #mosaicfloraldesign #birthdayflowers #masculineflowers #deserttable…,1,4.0
413,360 no hander from today. Sick snap from from @user good times with friends. #bmx…,18,1.0
414,I my clients #pdxhairstylist #pdxhair #pdx #220salon @user @ 220 Salon,0,4.0
415,#happybirthday to me & #welcomehome @user @ 71Above,0,2.0
416,sounderbruce @user @user #AMLIARC aka #tilt49 zgfarchitects #seattle…,18,3.0
417,"#gliché #lol #mobilestrike @ Carmichael, California",2,3.0
418,My honey's addition to our tree. She is such a femme! #lovemygirl @user,0,1.0
419,"#glitché #mobilestrike #lol @ Carmichael, California",2,3.0
420,So obsessed with @user in our @user gown for her #engagement shoot! ️ ️ ️ Shot by…,0,1.0
421,Happy Birthday to this punk ass #oddoneout lmao. @ S & H Keyes Club,2,1.0
422,Amazing day I recommend #amazing #day #great #energy #peace #meditation #life #recomended…,5,8.0
423,"#gliché #lol #mobilestrike # @ Carmichael, California",2,4.0
424,Message oh love ️ #Pretenders @ The Forum,0,1.0
425,Fluffed and primped #calinights #calichristmas #christmasparty #naturalhair #prettysmile…,7,5.0
426,Oh shit. #JuCember #soezsundays @ Comfort L.A,17,2.0
427,"love seeing my old students! #triplethreatperformingarts #ttpa16 #ttpa @ Dublin, California",0,3.0
428,Oh how I love Mongolian BBQ! #food #foodporn #food #VapinGamer #mongolianbbq #Boise #Idaho…,1,7.0
429,Lovin my new @user swag! Thanks @user !! ️•••#love #swag #teapop #beanie…,0,4.0
430,He gives me some knowledge - I buy him some shoes. More gems tonight @user #MrWendal…,17,1.0
431,perfect for this weather #ramen #chashuramen #chashupork #calamari #japanese @ Kopan Ramen…,5,5.0
432,...And so do these fools #family @ Side Street Cafe,14,1.0
433,Vault family holiday dinner #thevaultproscooters #holidays @ El Rio Bravo Restaurant,8,2.0
434,Merry Christmas! #HillSongLa #EnjoyedMyself @ The Theatre at Ace Hotel DTLA,17,2.0
435,Our favorite boat at Christmas boat parade In Newport Beach #boat #parade #christmas #lights…,17,4.0
436,Random #bird #TopazLabs #TopazImpression #SoCal #snapshot @ South Coast Botanic Garden,19,5.0
437,California breeze. underground_#potd #art #makeup #fashionblogger #model #la #ny #colourful…,18,8.0
438,"FCM Magazine ""Couture"" regrann from @user - Double #fashionshow #danceperfomance…",7,2.0
439,"A mama and her girls... Too goegeous .#bessieyoungphotography #bessieyoung @ Sonora, California",1,2.0
440,Just Chillen With My Girlfriend Today. #imcrying #haha #modpizza #snapchatsawitfirst…,2,4.0
441,Merry Christmas from Our Pack to Yours! Finally got a tree this weekend! #merrychristmas #dogs…,17,2.0
442,I love my man. #yina4ever @ Fountains at Roseville,0,1.0
443,A pic from last night with my date #ish&jakewedding2016 #lovelydate #groomsmaid #sd @ Hilton…,9,4.0
444,Great game #goldenstatewarriors #portlandtrailblazers #americanexpress #giveaway #cutehat …,4,5.0
445,Amazing #sundayfunday with simply amazing people ️ ️#jetsocialite #teamhyland #westhollywood…,0,4.0
446,#1 GO DALLAS SEEYOU IN HOUSTON OK @ Home Jorge,8,1.0
447,Me and Alex at Stevie nicks and pretenders #famiglia ️ #amazing @ The Forum,0,2.0
448,"#holidayKCONtdownI CNBLUE @ San Jacinto, California",8,1.0
449,These are a few of my favorite... people. #noel # #portmann_fam…,17,3.0
450,BEST Christmas ornament ever!! #diehard #diehardfan #christmas #christmastree #ornaments…,1,5.0
451,"#holidayKCONtdownI CNBLUE @ San Jacinto, California",8,1.0
452,My Christmas gift is underneath the dome #lifeisohsogood…,17,1.0
453,#wine & #CHEESE @ Paradise Ridge Winery,18,2.0
454,Last movie before I go back #finally… ★ Moana (w/ Priscilyn & Jedidiah at Pacific Theatres Glendale 18) —,2,1.0
455,o seattle ..#beautifulWA #treetop #spaceneedle #lights #pnw @ Kerry Park,8,5.0
456,(photo by: #Mom) Spending quality time with my little brother…,18,1.0
457,Cannot beat the Santa Monica Sunset #hollywood #thebungalow #laliving #la #santamonica @ The…,8,5.0
458,First Candlelight Service of the season. Christmas is officially here! #myoasisla #oasisla @user,17,2.0
459,#selfiesunday @ Anytime Fitness,18,1.0
460,"#Twitter right off Melrose #LA # #Melrose @ Los Angeles, California",11,4.0
461,Who's number ONE? #raidernation #oaklandraiders #afcwest #oakvssd #justwinbaby…,6,5.0
462,Christmas is my favorite time of year. #lovethesetwotodeath…,17,1.0
463,Worth at least 1000 words #menwholovecats #catsofinstagram #snugglethirty #1000words #love…,0,5.0
464,When you only here for him #kmel holiday house of soul @user @ Oracle Arena and Oakland…,2,1.0
465,#Repost @user @user unhinged_content @ Sequoia and Kings Canyon National…,18,1.0
466,"I'm just out here pavin' the way | @user #russcoson #jzp #junglezone @ San Francisco,…",18,3.0
467,"She doesn't see her name, so it's obviously ok to be a #grinch... @ Seattle, Washington",2,1.0
468,When it's so hot you feel like you're on fire ☉ #valleyoffire #statepark #nevada #usa…,4,4.0
469,"New year, new brokerage. 2017 is going to ROCK! #instagood #instagram #realestate #broker…",6,4.0
470,Peppermint Toffee Bark slo-mo! #christmas #peppermint #toffee…,17,3.0
471,Look on a YACHT!!! Loved being Lauren's plus one to her office party!! #holidaycelebrations @user,4,1.0
472,"#MovieClub special guest. So long, not goodbye my friend #EQ will…",9,2.0
473,"Turn your cants into cans & your dreams into plans #ootd @ American Canyon, California",7,1.0
474,with my fam #livelaughlove #weintheplayoffsbitches…,9,2.0
475,"Made it to the flag #ontopofthehill @ Canyon Hills, Lake Elsinore",11,1.0
476,so proud of you! Love you Margo #BeautifulGraduate @ Merna's Cafe and Grill,0,1.0
477,I'm not one to brag but....my husband is ok? #luckygirl #cristianandsonja @ Portland Oregon Lds…,4,2.0
478,@user @user @user #kpd2016 @ Classic Bowling Center,4,1.0
479,Just watching Smash Mouth on a Sunday night #ImABeliever #AndCause #WeAllNeedALittleCHANGE @user,7,3.0
480,Because Christmas light peacocks are a thing for sure #globalwinterwonderland…,17,1.0
481,"Had an amazing day and I absolutely LOVE my newest Nutcracker. ️ #Nutcracker @ San Diego,…",0,1.0
482,"Foo eating out of a vase , damn Treysean you crack me up bruh #clown #fool #crazy #funny…",2,4.0
483,Hands. #Repost rawrushes ・・・Odell At The Combine!! -#NBA #NFL #basketball#football…,4,5.0
484,"I got to see, squeeze, sweat, and love on all my babes this morning. #gratitude ••The month…",13,1.0
485,Before making a decision.#seattle #gasworkspark #night : @user @user @ Gas Works Park,10,3.0
486,#TreyDaddy live #iminlove #row3 #stillinadaze @ Oracle Arena and…,1,4.0
487,Um hmmm. #yesss #meghantrainor is playing!!! ️ #ifiwasyouidwannabemetoo @ 340nightclub,0,3.0
488,"Two Carts, One Battery! ️ #kickstarter #vape #vapepen #vapecase #ecig #ecigs #cartridge…",0,7.0
489,"My son last night #poopybaby @ Alex Vargas' Heart, Soul, And Mind.",2,1.0
490,"Realized I've been looking like grown up Lavender from #Matilda for the last 3 days . Anyway,…",2,1.0
491,I'm truly #blessed to have worked with this #fabulous ladies. They make my work look #amazing!! …,0,3.0
492,Hot Freaking Fire Flames at 23 : comeatmedeen#birthdaybabes #weekapart #birthdayweek @ The…,18,3.0
493,"One of my six . #tradition @ West Hollywood, California",17,1.0
494,#SeaofGreen #Repost canna_man707・・・Flush mode #ZooKies under the #Gavitas... Sorry I'm going…,17,4.0
495,Friends forever ️ #fun #christmas #malibu #celebration #love #sweden #friends @ Mar De Amor,0,7.0
496,Merry Christmas from your favorite couple. #Switchmas #Christmas #MerryChristmas @ The Switch…,3,3.0
497,#Morrissey / #TheSmiths Nite was Thank you @user & @user for another…,4,2.0
